RECIPENAME,RECIPE NAME,NEW RECIPE NAME,INGREDIENT CODE,IME CODe,INGREDIENT,NEW INGREDIENT NAME,GRAMS,CATEGORY,KG / TMX,COMMENTS,Cost per Kg,costcost,OIK104 MENU,Ingredient (from Ingredient Name),Kg per Recipe,Cost per Recipe,costcosrecipe,OIK104 MENU copy,CATEGORY_,RESTAURANT (from OIK104 MENU),OIK512 MENU INGREDIENTS_,RESTAURANT (from OIK512 MENU_) (from OIK512 MENU INGREDIENTS_)
ΠΡΑΣΙΝΗ ΜΕ ΨΗΤΟ ΜΑΝΟΥΡΙ,ΠΡΑΣΙΝΗ ΜΕ ΨΗΤΟ ΜΑΝΟΥΡΙ,,,,ΡΟΚΑ,,40,ΣΑΛΑΤΕΣ,1000,,"0,90","0,90",,ΡΟΚΑ,"0,04","0,04","0,04",,ΣΑΛΑΤΕΣ,,,
ΠΡΑΣΙΝΗ ΜΕ ΨΗΤΟ ΜΑΝΟΥΡΙ,ΠΡΑΣΙΝΗ ΜΕ ΨΗΤΟ ΜΑΝΟΥΡΙ,,,,ΣΑΛΤΣΑ ΒΑΛΣΑΜΙΚΟ 10 ΜΕΡΙΔΕΣ,,50,ΣΑΛΑΤΕΣ,1000,,,"0,56",,ΣΑΛΤΣΑ ΒΑΛΣΑΜΙΚΟ 10 ΜΕΡΙΔΕΣ,"0,05","0,00","0,03",,ΣΑΛΑΤΕΣ,,,
ΣΑΛΑΤΑ ΚΑΙΣΑΡΑ,ΣΑΛΑΤΑ ΚΑΙΣΑΡΑ,,,,ΚΟΤΟΠΟΥΛΟ ΦΙΛΕΤΟ,,100,ΣΑΛΑΤΕΣ,1000,,"5,20","5,20",,ΚΟΤΟΠΟΥΛΟ ΦΙΛΕΤΟ,"0,10","0,52","0,52",,ΣΑΛΑΤΕΣ,,ΣΑΛΑΤΑ ΚΑΙΣΑΡΑ,OIK512
ΣΑΛΑΤΑ ΚΑΙΣΑΡΑ,ΣΑΛΑΤΑ ΚΑΙΣΑΡΑ,,,,ΚΡΙΘΙΝΟ ΠΑΞΙΜΑΔΙ,,60,ΣΑΛΑΤΕΣ,1000,,"6,20","6,20",,ΚΡΙΘΙΝΟ ΠΑΞΙΜΑΔΙ,"0,06","0,37","0,37",,ΣΑΛΑΤΕΣ,,ΣΑΛΑΤΑ ΚΑΙΣΑΡΑ,OIK512
ΣΑΛΑΤΑ ΚΑΙΣΑΡΑ,ΣΑΛΑΤΑ ΚΑΙΣΑΡΑ,,,,ΜΑΡΟΥΛΙΑ,,200,ΣΑΛΑΤΕΣ,1000,,"0,45","0,45",,ΜΑΡΟΥΛΙΑ,"0,20","0,09","0,09",,ΣΑΛΑΤΕΣ,,ΣΑΛΑΤΑ ΚΑΙΣΑΡΑ,OIK512
ΣΑΛΑΤΑ ΚΑΙΣΑΡΑ,ΣΑΛΑΤΑ ΚΑΙΣΑΡΑ,,,,ΝΤΟΜΑΤΙΝΙΑ,,50,ΣΑΛΑΤΕΣ,1000,,"2,20","2,20",,ΝΤΟΜΑΤΙΝΙΑ,"0,05","0,11","0,11",,ΣΑΛΑΤΕΣ,,ΣΑΛΑΤΑ ΚΑΙΣΑΡΑ,OIK512
ΣΑΛΑΤΑ ΚΑΙΣΑΡΑ,ΣΑΛΑΤΑ ΚΑΙΣΑΡΑ,,,,ΠΕΚΟΡΙΝΟ,,50,ΣΑΛΑΤΕΣ,1000,,"11,50","11,50",,ΠΕΚΟΡΙΝΟ,"0,05","0,58","0,58",,ΣΑΛΑΤΕΣ,,ΣΑΛΑΤΑ ΚΑΙΣΑΡΑ,OIK512
ΣΑΛΑΤΑ ΚΑΙΣΑΡΑ,ΣΑΛΑΤΑ ΚΑΙΣΑΡΑ,,,,ΣΑΛΤΣΑ ΚΑΙΣΑΡΑ 10 ΜΕΡΙΔΕΣ,,70,ΣΑΛΑΤΕΣ,1000,,,"0,99",,ΣΑΛΤΣΑ ΚΑΙΣΑΡΑ 10 ΜΕΡΙΔΕΣ,"0,07","0,00","0,07",,ΣΑΛΑΤΕΣ,,ΣΑΛΑΤΑ ΚΑΙΣΑΡΑ,OIK512
ΣΑΛΑΤΑ ΚΟΤΟΠΟΥΛΟ,ΣΑΛΑΤΑ ΚΟΤΟΠΟΥΛΟ,,,,ΚΟΤΟΠΟΥΛΟ ΦΙΛΕΤΟ,,100,ΣΑΛΑΤΕΣ,1000,,"5,20","5,20",,ΚΟΤΟΠΟΥΛΟ ΦΙΛΕΤΟ,"0,10","0,52","0,52",,ΣΑΛΑΤΕΣ,,ΣΑΛΑΤΑ ΚΟΤΟΠΟΥΛΟ,OIK512
ΣΑΛΑΤΑ ΚΟΤΟΠΟΥΛΟ,ΣΑΛΑΤΑ ΚΟΤΟΠΟΥΛΟ,,,,ΚΡΙΘΙΝΟ ΠΑΞΙΜΑΔΙ,,30,ΣΑΛΑΤΕΣ,1000,,"6,20","6,20",,ΚΡΙΘΙΝΟ ΠΑΞΙΜΑΔΙ,"0,03","0,19","0,19",,ΣΑΛΑΤΕΣ,,ΣΑΛΑΤΑ ΚΟΤΟΠΟΥΛΟ,OIK512
ΣΑΛΑΤΑ ΚΟΤΟΠΟΥΛΟ,ΣΑΛΑΤΑ ΚΟΤΟΠΟΥΛΟ,,,,ΜΑΡΟΥΛΙΑ,,200,ΣΑΛΑΤΕΣ,1000,,"0,45","0,45",,ΜΑΡΟΥΛΙΑ,"0,20","0,09","0,09",,ΣΑΛΑΤΕΣ,,ΣΑΛΑΤΑ ΚΟΤΟΠΟΥΛΟ,OIK512
ΣΑΛΑΤΑ ΚΟΤΟΠΟΥΛΟ,ΣΑΛΑΤΑ ΚΟΤΟΠΟΥΛΟ,,,,ΝΤΟΜΑΤΙΝΙΑ,,40,ΣΑΛΑΤΕΣ,1000,,"2,20","2,20",,ΝΤΟΜΑΤΙΝΙΑ,"0,04","0,09","0,09",,ΣΑΛΑΤΕΣ,,ΣΑΛΑΤΑ ΚΟΤΟΠΟΥΛΟ,OIK512
ΣΑΛΑΤΑ ΚΟΤΟΠΟΥΛΟ,ΣΑΛΑΤΑ ΚΟΤΟΠΟΥΛΟ,,,,ΠΕΚΟΡΙΝΟ,,70,ΣΑΛΑΤΕΣ,1000,,"11,50","11,50",,ΠΕΚΟΡΙΝΟ,"0,07","0,81","0,81",,ΣΑΛΑΤΕΣ,,ΣΑΛΑΤΑ ΚΟΤΟΠΟΥΛΟ,OIK512
ΣΑΛΑΤΑ ΜΑΥΡΟΜΑΤΙΚΑ,ΣΑΛΑΤΑ ΜΑΥΡΟΜΑΤΙΚΑ,,,,ΑΛΑΤΙ,,20,ΣΑΛΑΤΕΣ,1000,,"0,89","0,89",,ΑΛΑΤΙ,"0,02","0,02","0,02",,ΣΑΛΑΤΕΣ,,,
ΣΑΛΑΤΑ ΜΑΥΡΟΜΑΤΙΚΑ,ΣΑΛΑΤΑ ΜΑΥΡΟΜΑΤΙΚΑ,,,,ΒΑΣΙΛΙΚΟΣ,,50,ΣΑΛΑΤΕΣ,1000,,"1,40","1,40",,ΒΑΣΙΛΙΚΟΣ,"0,05","0,07","0,07",,ΣΑΛΑΤΕΣ,,,
ΣΑΛΑΤΑ ΜΑΥΡΟΜΑΤΙΚΑ,ΣΑΛΑΤΑ ΜΑΥΡΟΜΑΤΙΚΑ,,,,ΔΥΟΣΜΟΣ,,40,ΣΑΛΑΤΕΣ,1000,,"1,00","1,00",,ΔΥΟΣΜΟΣ,"0,04","0,04","0,04",,ΣΑΛΑΤΕΣ,,,
ΣΑΛΑΤΑ ΜΑΥΡΟΜΑΤΙΚΑ,ΣΑΛΑΤΑ ΜΑΥΡΟΜΑΤΙΚΑ,,,,ΕΛΑΙΟΛΑΔΟ,,50,ΣΑΛΑΤΕΣ,1000,,"5,76","5,76",,ΕΛΑΙΟΛΑΔΟ,"0,05","0,29","0,29",,ΣΑΛΑΤΕΣ,,,
ΣΑΛΑΤΑ ΜΑΥΡΟΜΑΤΙΚΑ,ΣΑΛΑΤΑ ΜΑΥΡΟΜΑΤΙΚΑ,,,,ΖΑΧΑΡΗ,,100,ΣΑΛΑΤΕΣ,1000,,"0,91","0,91",,ΖΑΧΑΡΗ,"0,10","0,09","0,09",,ΣΑΛΑΤΕΣ,,,
ΣΑΛΑΤΑ ΜΑΥΡΟΜΑΤΙΚΑ,ΣΑΛΑΤΑ ΜΑΥΡΟΜΑΤΙΚΑ,,,,ΚΑΡΟΤΑ,,100,ΣΑΛΑΤΕΣ,1000,,"0,70","0,70",,ΚΑΡΟΤΑ,"0,10","0,07","0,07",,ΣΑΛΑΤΕΣ,,,
ΣΑΛΑΤΑ ΜΑΥΡΟΜΑΤΙΚΑ,ΣΑΛΑΤΑ ΜΑΥΡΟΜΑΤΙΚΑ,,,,ΚΡΕΜΜΥΔΑΚΙΑ ΦΡΕΣΚΑ,,100,ΣΑΛΑΤΕΣ,1000,,"1,70","1,70",,ΚΡΕΜΜΥΔΑΚΙΑ ΦΡΕΣΚΑ,"0,10","0,17","0,17",,ΣΑΛΑΤΕΣ,,,
ΣΑΛΑΤΑ ΜΑΥΡΟΜΑΤΙΚΑ,ΣΑΛΑΤΑ ΜΑΥΡΟΜΑΤΙΚΑ,,,,ΛΕΜΟΝΙ,,20,ΣΑΛΑΤΕΣ,1000,,"0,75","0,75",,ΛΕΜΟΝΙ,"0,02","0,02","0,02",,ΣΑΛΑΤΕΣ,,,
ΣΑΛΑΤΑ ΜΑΥΡΟΜΑΤΙΚΑ,ΣΑΛΑΤΑ ΜΑΥΡΟΜΑΤΙΚΑ,,,,ΜΑΙΝΤΑΝΟΣ,,50,ΣΑΛΑΤΕΣ,1000,,"1,50","1,50",,ΜΑΙΝΤΑΝΟΣ,"0,05","0,08","0,08",,ΣΑΛΑΤΕΣ,,,
ΣΑΛΑΤΑ ΜΑΥΡΟΜΑΤΙΚΑ,ΣΑΛΑΤΑ ΜΑΥΡΟΜΑΤΙΚΑ,,,,ΜΑΥΡΟΜΑΤΙΚΑ,,250,ΣΑΛΑΤΕΣ,1000,,"2,30","2,30",,ΜΑΥΡΟΜΑΤΙΚΑ,"0,25","0,57","0,57",,ΣΑΛΑΤΕΣ,,,
ΣΑΛΑΤΑ ΜΑΥΡΟΜΑΤΙΚΑ,ΣΑΛΑΤΑ ΜΑΥΡΟΜΑΤΙΚΑ,,,,ΠΙΠΕΡΙ ΜΑΥΡΟ,,10,ΣΑΛΑΤΕΣ,1000,,"14,44","14,44",,ΠΙΠΕΡΙ ΜΑΥΡΟ,"0,01","0,14","0,14",,ΣΑΛΑΤΕΣ,,,
ΣΑΛΑΤΑ ΜΑΥΡΟΜΑΤΙΚΑ,ΣΑΛΑΤΑ ΜΑΥΡΟΜΑΤΙΚΑ,,,,ΠΙΠΕΡΙΕΣ ΦΛΩΡΙΝΗΣ,,60,ΣΑΛΑΤΕΣ,1000,,"3,10","3,10",,ΠΙΠΕΡΙΕΣ ΦΛΩΡΙΝΗΣ,"0,06","0,19","0,19",,ΣΑΛΑΤΕΣ,,,
ΣΑΛΑΤΑ ΜΑΥΡΟΜΑΤΙΚΑ,ΣΑΛΑΤΑ ΜΑΥΡΟΜΑΤΙΚΑ,,,,ΠΡΑΣΣΑ,,180,ΣΑΛΑΤΕΣ,1000,,"1,30","1,30",,ΠΡΑΣΣΑ,"0,18","0,23","0,23",,ΣΑΛΑΤΕΣ,,,
ΣΑΛΑΤΑ ΜΑΥΡΟΜΑΤΙΚΑ,ΣΑΛΑΤΑ ΜΑΥΡΟΜΑΤΙΚΑ,,,,ΤΟΜΑΤΕΣ,,100,ΣΑΛΑΤΕΣ,1000,,"1,30","1,30",,ΤΟΜΑΤΕΣ,"0,10","0,13","0,13",,ΣΑΛΑΤΕΣ,,,
ΣΑΛΑΤΑ ΜΕ ΦΙΛΕΤΑΚΙΑ ΚΟΤΟΠΟΥΛΟΥ,ΣΑΛΑΤΑ ΜΕ ΦΙΛΕΤΑΚΙΑ ΚΟΤΟΠΟΥΛΟΥ,,,,ΚΟΤΟΠΟΥΛΟ ΦΙΛΕΤΟ,,200,ΣΑΛΑΤΕΣ,1000,,"5,20","5,20",,ΚΟΤΟΠΟΥΛΟ ΦΙΛΕΤΟ,"0,20","1,04","1,04",,ΣΑΛΑΤΕΣ,,,
ΣΑΛΑΤΑ ΜΕ ΦΙΛΕΤΑΚΙΑ ΚΟΤΟΠΟΥΛΟΥ,ΣΑΛΑΤΑ ΜΕ ΦΙΛΕΤΑΚΙΑ ΚΟΤΟΠΟΥΛΟΥ,,,,ΜΑΡΟΥΛΙΑ,,1,ΣΑΛΑΤΕΣ,1000,,"0,45","0,45",,ΜΑΡΟΥΛΙΑ,"0,00","0,00","0,00",,ΣΑΛΑΤΕΣ,,,
ΣΑΛΑΤΑ ΜΕ ΦΙΛΕΤΑΚΙΑ ΚΟΤΟΠΟΥΛΟΥ,ΣΑΛΑΤΑ ΜΕ ΦΙΛΕΤΑΚΙΑ ΚΟΤΟΠΟΥΛΟΥ,,,,ΠΑΞΙΜΑΔΙ ΛΑΔΙΟΥ,,100,ΣΑΛΑΤΕΣ,1000,,"3,50","3,50",,ΠΑΞΙΜΑΔΙ ΛΑΔΙΟΥ,"0,10","0,35","0,35",,ΣΑΛΑΤΕΣ,,,
ΣΑΛΑΤΑ ΜΕ ΦΙΛΕΤΑΚΙΑ ΚΟΤΟΠΟΥΛΟΥ,ΣΑΛΑΤΑ ΜΕ ΦΙΛΕΤΑΚΙΑ ΚΟΤΟΠΟΥΛΟΥ,,,,ΣΑΛΤΣΑ ΜΟΥΣΤΑΡΔΑΣ 40 ΜΕΡΙΔΕΣ,,2,ΣΑΛΑΤΕΣ,1000,,,"0,16",,ΣΑΛΤΣΑ ΜΟΥΣΤΑΡΔΑΣ 40 ΜΕΡΙΔΕΣ,"0,00","0,00","0,00",,ΣΑΛΑΤΕΣ,,,
ΣΑΛΑΤΑ ΝΤΟΜΑΤΙΝΙΑ ΤΣΑΛΑΦΟΥΤΙ,ΣΑΛΑΤΑ ΝΤΟΜΑΤΙΝΙΑ ΤΣΑΛΑΦΟΥΤΙ,,,,ΑΛΑΤΙ,,10,ΣΑΛΑΤΕΣ,1000,,"0,89","0,89",,ΑΛΑΤΙ,"0,01","0,01","0,01",,ΣΑΛΑΤΕΣ,,,
ΣΑΛΑΤΑ ΝΤΟΜΑΤΙΝΙΑ ΤΣΑΛΑΦΟΥΤΙ,ΣΑΛΑΤΑ ΝΤΟΜΑΤΙΝΙΑ ΤΣΑΛΑΦΟΥΤΙ,,,,ΔΕΝΔΡΟΛΙΒΑΝΟ,,10,ΣΑΛΑΤΕΣ,1000,,"14,00","14,00",,ΔΕΝΔΡΟΛΙΒΑΝΟ,"0,01","0,14","0,14",,ΣΑΛΑΤΕΣ,,,
ΣΑΛΑΤΑ ΝΤΟΜΑΤΙΝΙΑ ΤΣΑΛΑΦΟΥΤΙ,ΣΑΛΑΤΑ ΝΤΟΜΑΤΙΝΙΑ ΤΣΑΛΑΦΟΥΤΙ,,,,ΕΛΑΙΟΛΑΔΟ,,10,ΣΑΛΑΤΕΣ,1000,,"5,76","5,76",,ΕΛΑΙΟΛΑΔΟ,"0,01","0,06","0,06",,ΣΑΛΑΤΕΣ,,,
ΣΑΛΑΤΑ ΝΤΟΜΑΤΙΝΙΑ ΤΣΑΛΑΦΟΥΤΙ,ΣΑΛΑΤΑ ΝΤΟΜΑΤΙΝΙΑ ΤΣΑΛΑΦΟΥΤΙ,,,,ΚΑΠΑΡΟΜΗΛΑ,,10,ΣΑΛΑΤΕΣ,1000,,"7,10","7,10",,ΚΑΠΑΡΟΜΗΛΑ,"0,01","0,07","0,07",,ΣΑΛΑΤΕΣ,,,
ΣΑΛΑΤΑ ΝΤΟΜΑΤΙΝΙΑ ΤΣΑΛΑΦΟΥΤΙ,ΣΑΛΑΤΑ ΝΤΟΜΑΤΙΝΙΑ ΤΣΑΛΑΦΟΥΤΙ,,,,ΚΑΠΑΡΟΦΥΛΛΑ,,10,ΣΑΛΑΤΕΣ,1000,,"3,80","3,80",,ΚΑΠΑΡΟΦΥΛΛΑ,"0,01","0,04","0,04",,ΣΑΛΑΤΕΣ,,,
ΣΑΛΑΤΑ ΝΤΟΜΑΤΙΝΙΑ ΤΣΑΛΑΦΟΥΤΙ,ΣΑΛΑΤΑ ΝΤΟΜΑΤΙΝΙΑ ΤΣΑΛΑΦΟΥΤΙ,,,,ΚΡΕΜΜΥΔΑΚΙΑ ΦΡΕΣΚΑ,,20,ΣΑΛΑΤΕΣ,1000,,"1,70","1,70",,ΚΡΕΜΜΥΔΑΚΙΑ ΦΡΕΣΚΑ,"0,02","0,03","0,03",,ΣΑΛΑΤΕΣ,,,
ΣΑΛΑΤΑ ΝΤΟΜΑΤΙΝΙΑ ΤΣΑΛΑΦΟΥΤΙ,ΣΑΛΑΤΑ ΝΤΟΜΑΤΙΝΙΑ ΤΣΑΛΑΦΟΥΤΙ,,,,ΚΡΙΤΑΜΟ,,10,ΣΑΛΑΤΕΣ,1000,,"13,70","13,70",,ΚΡΙΤΑΜΟ,"0,01","0,14","0,14",,ΣΑΛΑΤΕΣ,,,
ΣΑΛΑΤΑ ΝΤΟΜΑΤΙΝΙΑ ΤΣΑΛΑΦΟΥΤΙ,ΣΑΛΑΤΑ ΝΤΟΜΑΤΙΝΙΑ ΤΣΑΛΑΦΟΥΤΙ,,,,ΝΤΟΜΑΤΙΝΙΑ,,300,ΣΑΛΑΤΕΣ,1000,,"2,20","2,20",,ΝΤΟΜΑΤΙΝΙΑ,"0,30","0,66","0,66",,ΣΑΛΑΤΕΣ,,,
ΣΑΛΑΤΑ ΝΤΟΜΑΤΙΝΙΑ ΤΣΑΛΑΦΟΥΤΙ,ΣΑΛΑΤΑ ΝΤΟΜΑΤΙΝΙΑ ΤΣΑΛΑΦΟΥΤΙ,,,,ΠΙΠΕΡΙ ΜΑΥΡΟ,,10,ΣΑΛΑΤΕΣ,1000,,"14,44","14,44",,ΠΙΠΕΡΙ ΜΑΥΡΟ,"0,01","0,14","0,14",,ΣΑΛΑΤΕΣ,,,
ΣΑΛΑΤΑ ΝΤΟΜΑΤΙΝΙΑ ΤΣΑΛΑΦΟΥΤΙ,ΣΑΛΑΤΑ ΝΤΟΜΑΤΙΝΙΑ ΤΣΑΛΑΦΟΥΤΙ,,,,ΡΙΓΑΝΗ,,10,ΣΑΛΑΤΕΣ,1000,,"8,53","8,53",,ΡΙΓΑΝΗ,"0,01","0,09","0,09",,ΣΑΛΑΤΕΣ,,,
ΣΑΛΑΤΑ ΝΤΟΜΑΤΙΝΙΑ ΤΣΑΛΑΦΟΥΤΙ,ΣΑΛΑΤΑ ΝΤΟΜΑΤΙΝΙΑ ΤΣΑΛΑΦΟΥΤΙ,,,,ΡΟΚΑ,,2,ΣΑΛΑΤΕΣ,1000,,"0,90","0,90",,ΡΟΚΑ,"0,00","0,00","0,00",,ΣΑΛΑΤΕΣ,,,
ΣΑΛΑΤΑ ΝΤΟΜΑΤΙΝΙΑ ΤΣΑΛΑΦΟΥΤΙ,ΣΑΛΑΤΑ ΝΤΟΜΑΤΙΝΙΑ ΤΣΑΛΑΦΟΥΤΙ,,,,ΤΣΑΛΑΦΟΥΤΙ,,100,ΣΑΛΑΤΕΣ,1000,,"5,50","5,50",,ΤΣΑΛΑΦΟΥΤΙ,"0,10","0,55","0,55",,ΣΑΛΑΤΕΣ,,,
ΧΟΡΤΑ ΕΠΟΧΗΣ,ΧΟΡΤΑ ΕΠΟΧΗΣ,,,,ΕΛΑΙΟΛΑΔΟ,,60,ΣΑΛΑΤΕΣ,1000,,"5,76","5,76",,ΕΛΑΙΟΛΑΔΟ,"0,06","0,35","0,35",,ΣΑΛΑΤΕΣ,,,
ΧΟΡΤΑ ΕΠΟΧΗΣ,ΧΟΡΤΑ ΕΠΟΧΗΣ,,,,ΛΕΜΟΝΙ,,30,ΣΑΛΑΤΕΣ,1000,,"0,75","0,75",,ΛΕΜΟΝΙ,"0,03","0,02","0,02",,ΣΑΛΑΤΕΣ,,,
ΧΟΡΤΑ ΕΠΟΧΗΣ,ΧΟΡΤΑ ΕΠΟΧΗΣ,,,,ΧΟΡΤΑ,,300,ΣΑΛΑΤΕΣ,1000,,,,,ΧΟΡΤΑ,"0,30","0,00","0,00",,ΣΑΛΑΤΕΣ,,,
ΧΩΡΙΑΤΙΚΗ,ΧΩΡΙΑΤΙΚΗ,,,,ΑΓΓΟΥΡΙΑ,,60,ΣΑΛΑΤΕΣ,1000,,"0,70","0,70",,ΑΓΓΟΥΡΙΑ,"0,06","0,04","0,04",,ΣΑΛΑΤΕΣ,,,
ΧΩΡΙΑΤΙΚΗ,ΧΩΡΙΑΤΙΚΗ,,,,ΕΛΙΑ ΡΟΔΕΛΑ,,35,ΣΑΛΑΤΕΣ,1000,,"5,14","5,14",,ΕΛΙΑ ΡΟΔΕΛΑ,"0,04","0,18","0,18",,ΣΑΛΑΤΕΣ,,,
ΧΩΡΙΑΤΙΚΗ,ΧΩΡΙΑΤΙΚΗ,,,,ΚΡΕΜΜΥΔΙΑ ΞΕΡΑ,,30,ΣΑΛΑΤΕΣ,1000,,"0,60","0,60",,ΚΡΕΜΜΥΔΙΑ ΞΕΡΑ,"0,03","0,02","0,02",,ΣΑΛΑΤΕΣ,,,
ΧΩΡΙΑΤΙΚΗ,ΧΩΡΙΑΤΙΚΗ,,,,ΠΙΠΕΡΙΕΣ ΠΡΑΣΙΝΕΣ,,30,ΣΑΛΑΤΕΣ,1000,,"2,90","2,90",,ΠΙΠΕΡΙΕΣ ΠΡΑΣΙΝΕΣ,"0,03","0,09","0,09",,ΣΑΛΑΤΕΣ,,,
ΧΩΡΙΑΤΙΚΗ,ΧΩΡΙΑΤΙΚΗ,,,,ΡΙΓΑΝΗ,,3,ΣΑΛΑΤΕΣ,1000,,"8,53","8,53",,ΡΙΓΑΝΗ,"0,00","0,03","0,03",,ΣΑΛΑΤΕΣ,,,
ΧΩΡΙΑΤΙΚΗ,ΧΩΡΙΑΤΙΚΗ,,,,ΤΟΜΑΤΕΣ,,290,ΣΑΛΑΤΕΣ,1000,,"1,30","1,30",,ΤΟΜΑΤΕΣ,"0,29","0,38","0,38",,ΣΑΛΑΤΕΣ,,,
ΧΩΡΙΑΤΙΚΗ,ΧΩΡΙΑΤΙΚΗ,,,,ΦΕΤΑ,,90,ΣΑΛΑΤΕΣ,1000,,"8,60","8,60",,ΦΕΤΑ,"0,09","0,77","0,77",,ΣΑΛΑΤΕΣ,,,
ΧΩΡΙΑΤΙΚΗ YACHT CLUB,ΧΩΡΙΑΤΙΚΗ YACHT CLUB,,,,ΑΓΓΟΥΡΙΑ,,60,ΣΑΛΑΤΕΣ,1000,,"0,70","0,70",,ΑΓΓΟΥΡΙΑ,"0,06","0,04","0,04",,ΣΑΛΑΤΕΣ,,,
ΧΩΡΙΑΤΙΚΗ YACHT CLUB,ΧΩΡΙΑΤΙΚΗ YACHT CLUB,,,,ΕΛΙΑ ΡΟΔΕΛΑ,,35,ΣΑΛΑΤΕΣ,1000,,"5,14","5,14",,ΕΛΙΑ ΡΟΔΕΛΑ,"0,04","0,18","0,18",,ΣΑΛΑΤΕΣ,,,
ΧΩΡΙΑΤΙΚΗ YACHT CLUB,ΧΩΡΙΑΤΙΚΗ YACHT CLUB,,,,ΚΡΕΜΜΥΔΙΑ ΞΕΡΑ,,30,ΣΑΛΑΤΕΣ,1000,,"0,60","0,60",,ΚΡΕΜΜΥΔΙΑ ΞΕΡΑ,"0,03","0,02","0,02",,ΣΑΛΑΤΕΣ,,,
ΧΩΡΙΑΤΙΚΗ YACHT CLUB,ΧΩΡΙΑΤΙΚΗ YACHT CLUB,,,,ΠΙΠΕΡΙΕΣ ΠΡΑΣΙΝΕΣ,,30,ΣΑΛΑΤΕΣ,1000,,"2,90","2,90",,ΠΙΠΕΡΙΕΣ ΠΡΑΣΙΝΕΣ,"0,03","0,09","0,09",,ΣΑΛΑΤΕΣ,,,
ΧΩΡΙΑΤΙΚΗ YACHT CLUB,ΧΩΡΙΑΤΙΚΗ YACHT CLUB,,,,ΠΛΙΓΟΥΡΙ,,100,ΣΑΛΑΤΕΣ,1000,,"1,30","1,30",,ΠΛΙΓΟΥΡΙ,"0,10","0,13","0,13",,ΣΑΛΑΤΕΣ,,,
ΧΩΡΙΑΤΙΚΗ YACHT CLUB,ΧΩΡΙΑΤΙΚΗ YACHT CLUB,,,,ΡΙΓΑΝΗ,,3,ΣΑΛΑΤΕΣ,1000,,"8,53","8,53",,ΡΙΓΑΝΗ,"0,00","0,03","0,03",,ΣΑΛΑΤΕΣ,,,
ΧΩΡΙΑΤΙΚΗ YACHT CLUB,ΧΩΡΙΑΤΙΚΗ YACHT CLUB,,,,ΤΟΜΑΤΕΣ,,290,ΣΑΛΑΤΕΣ,1000,,"1,30","1,30",,ΤΟΜΑΤΕΣ,"0,29","0,38","0,38",,ΣΑΛΑΤΕΣ,,,
ΧΩΡΙΑΤΙΚΗ YACHT CLUB,ΧΩΡΙΑΤΙΚΗ YACHT CLUB,,,,ΦΕΤΑ,,90,ΣΑΛΑΤΕΣ,1000,,"8,60","8,60",,ΦΕΤΑ,"0,09","0,77","0,77",,ΣΑΛΑΤΕΣ,,,
ΚΛΑΜΠ ΣΑΝΤΟΥΙΤΣ ΚΛΑΣΙΚΟ,ΚΛΑΜΠ ΣΑΝΤΟΥΙΤΣ ΚΛΑΣΙΚΟ,,,,ΕΝΤΑΜ ΦΕΤΕΣ,,30,ΣΝΑΚΣ,1000,,"6,53","6,53",,ΕΝΤΑΜ ΦΕΤΕΣ,"0,03","0,20","0,20",,ΣΝΑΚΣ,,ΚΛΑΜΠ ΣΑΝΤΟΥΙΤΣ ΚΛΑΣΙΚΟ,OIK512
ΚΛΑΜΠ ΣΑΝΤΟΥΙΤΣ ΚΛΑΣΙΚΟ,ΚΛΑΜΠ ΣΑΝΤΟΥΙΤΣ ΚΛΑΣΙΚΟ,,,,ΜΑΡΟΥΛΙΑ,,20,ΣΝΑΚΣ,1000,,"0,45","0,45",,ΜΑΡΟΥΛΙΑ,"0,02","0,01","0,01",,ΣΝΑΚΣ,,ΚΛΑΜΠ ΣΑΝΤΟΥΙΤΣ ΚΛΑΣΙΚΟ,OIK512
ΚΛΑΜΠ ΣΑΝΤΟΥΙΤΣ ΚΛΑΣΙΚΟ,ΚΛΑΜΠ ΣΑΝΤΟΥΙΤΣ ΚΛΑΣΙΚΟ,,,,ΜΠΕΙΚΟΝ ΚΑΠΝΙΣΤΟ,,30,ΣΝΑΚΣ,1000,,"5,31","5,31",,ΜΠΕΙΚΟΝ ΚΑΠΝΙΣΤΟ,"0,03","0,16","0,16",,ΣΝΑΚΣ,,ΚΛΑΜΠ ΣΑΝΤΟΥΙΤΣ ΚΛΑΣΙΚΟ,OIK512
ΚΛΑΜΠ ΣΑΝΤΟΥΙΤΣ ΚΛΑΣΙΚΟ,ΚΛΑΜΠ ΣΑΝΤΟΥΙΤΣ ΚΛΑΣΙΚΟ,,,,ΠΑΤΑΤΕΣ ΤΗΓΑΝΗΤΕΣ 1 ΚΙΛΟ,,100,ΣΝΑΚΣ,1000,,,"2,75",,ΠΑΤΑΤΕΣ ΤΗΓΑΝΗΤΕΣ 1 ΚΙΛΟ,"0,10","0,00","0,27",,ΣΝΑΚΣ,,ΚΛΑΜΠ ΣΑΝΤΟΥΙΤΣ ΚΛΑΣΙΚΟ,OIK512
